framework_id,domain,subdomain,item_id,item_type,question_text,response_type,maturity_1,maturity_2,maturity_3,maturity_4,maturity_5,scoring_note,maturity_level,text_english
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.9,maturity_question,Health Systems,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3,subheading,There are compliance mechanisms for mandatory reporting for the following types of data:,,,,,,,,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.1,maturity_question,Vital Statistics,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.2,maturity_question,Maternal Mortality,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.3,maturity_question,Neonatal Mortality,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.4,maturity_question,Non Communicable Diseases,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.5,maturity_question,Communicable Diseases,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.6,maturity_question,Disability,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.7,maturity_question,Immunizations,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.8,maturity_question,Risk factors,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.3.9,maturity_question,Health Systems,scale,No or not sure.,"Yes, but not enforced.","Yes, but not consistently enforced because of policy or lack of resources.","Yes, and enforced consistently and effectively.","Yes, and compliance mechanisms are able to accommodate emergent reporting needs.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.4,maturity_question,There is a policy for the ethical collection and secondary use of data that recognizes the inherent biases in data and analyses.,scale,No,"Some guidelines exist, but there is no formal policy.",Some facilities/units/areas have polices as part of their institutional policy framework.,There are policies at the national level for the public health sector.,There are policies at the national level that apply to all national multi-sectoral stakeholders.,,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.5,maturity_question,There is legislation/regulation enabling the effective use of electronic medical records.,scale,No,"Some guidelines exist, but there is no formal policy, regulation or legislation.",There are formal policies in place governing the effective use of electronic medical records.,There is legislation that enables the effective use of electronic medical records.,There is legislation that enables the effective use of a national electronic health record.,,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.6,maturity_question,There is legislation/regulation addressing the protection of personal health information (health information privacy).,scale,No,"There is general legislation that addresses the protection of data, but it does not specifically address electronic health information.","There are regulatory/policy mechanisms that addresses the protection of health information, within a general data protection legal framework.",There is a legislation that specifically address the protection of personal health information in the context of electronic health information.,The legal and regulatory framework is flexible and able to accommodate emergent requirements for the protection of personal health information.,,,
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8,heading,National and International Agreements,,,,,,,,,National and International agreements to contextualize national plans and investments. Commitment to regional and global mandates.
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8.1,maturity_question,National and International Agreements,scale,"There is some awareness of data and reporting obligations under national and international agreements, but little capacity to meet obligations.","Data and reporting obligations under national and international agreements are frequently met, but with high resource impact.",Data and reporting obligations under national and international agreements are consistently met with an effective use of resources.,Agreements enable data and information sharing across national and international stakeholders.,"Data and information are able to flow freely among national and international partners in support of agreements, guided by frameworks that ensure the ethical use of information that protects individuals and populations.",,,
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8.2,subheading,Capacity to meet data and reporting obligations under national and international agreements.,,,,,,,,,
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8.2.1,maturity_question,IHR,scale,There is little capacity to meeting data and reporting obligations.,"There is some capacity to meet data and reporting obligations, but with high resource impact.",There is sufficient capacity to meet national data and reporting obligations with an effective use of resources.,There is sufficient capacity to meet national and international data and reporting obligations with an effective use of resources.,"Systems, process and agreements allow data to flow freely between national and international partners.",,,
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8.2.2,maturity_question,SDG's,scale,There is little capacity to meeting data and reporting obligations.,"There is some capacity to meet data and reporting obligations, but with high resource impact.",There is sufficient capacity to meet national data and reporting obligations with an effective use of resources.,There is sufficient capacity to meet national and international data and reporting obligations with an effective use of resources.,"Systems, process and agreements allow data to flow freely between national and international partners.",,,
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8.2.3,maturity_question,PAHO Core Indicators,scale,There is little capacity to meeting data and reporting obligations.,"There is some capacity to meet data and reporting obligations, but with high resource impact.",There is sufficient capacity to meet national data and reporting obligations with an effective use of resources.,There is sufficient capacity to meet national and international data and reporting obligations with an effective use of resources.,"Systems, process and agreements allow data to flow freely between national and international partners.",,,
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8.2.4,maturity_question,National statistical reporting requirements,scale,There is little capacity to meeting data and reporting obligations.,"There is some capacity to meet data and reporting obligations, but with high resource impact.",There is sufficient capacity to meet national data and reporting obligations with an effective use of resources.,There is sufficient capacity to meet national and international data and reporting obligations with an effective use of resources.,"Systems, process and agreements allow data to flow freely between national and international partners.",,,
IS4H_COUNTRY,Management and Governance,National and International Agreements,MGC_1.8.3,maturity_question,Agreements enable data and information sharing.,scale,There is no formal data sharing among national stakeholders.,"There is some data sharing among national stakeholders, but data sharing requirements new agreements or approvals each time.","Data can be shared routinely among national stakeholders, which contributes to national capacity to meeting national and international data and reporting obligations.","Data can be shared routinely among national and international stakeholders, which contributes to national capacity to meeting national and international data and reporting obligations.",Data is able to flow freely among national and international partners guided by frameworks that ensure the ethical use of information that protects individuals and populations.,,,
